Queen Allenal of Ruadach,0.125323537521458,14090.0,U,"White, Green"
Quirion Beastcaller,0.6801494032978045,7466.0,R,Green
Radha's Firebrand,0.5081523624505655,7324.0,R,Red
"Radha, Coalition Warlord",0.1482906431687781,15533.0,U,"Red, Green"
Radiant Grove,0.18065486616250076,61369.0,C,Colourless
"Raff, Weatherlight Stalwart",0.279030483535779,25108.0,U,"White, Blue"
Ratadrabik of Urborg,0.17364997731054305,4592.0,R,"White, Black"
Relic of Legends,0.09572406033887113,15655.0,U,Colourless
Resolute Reinforcements,0.21260472454943444,19134.0,U,White
"Rith, Liberated Primeval",0.6908621960206337,3750.0,M,"White, Red, Green"
Rivaz of the Claw,0.12797806716929402,4668.0,R,"Black, Red"
Rona's Vortex,0.35352644218987406,28852.0,U,Blue
"Rona, Sheoldred's Faithful",0.12149268784669692,18069.0,U,"Blue, Black"
"Rulik Mons, Warren Chief",0.12775158279833418,14387.0,U,"Red, Green"
Rundvelt Hordemaster,0.09942083007675505,4961.0,R,Red
Runic Shot,0.2216420449878554,18889.0,U,White
Sacred Peaks,0.17741498715156542,61585.0,C,Colourless
Salvaged Manaworker,0.09652874053535246,54309.0,C,Colourless
Samite Herbalist,0.10041196824569261,45067.0,C,White
Scout the Wilderness,0.09657922665437432,45046.0,C,Green
Sengir Connoisseur,0.1255398498074324,12354.0,U,Black
Serra Paragon,0.830243466607103,3717.0,M,White
Shadow Prophecy,0.11706771057317059,58255.0,C,Black
Shadow-Rite Priest,0.1465328774034419,5228.0,R,Black
Shalai's Acolyte,0.11898249699858279,13181.0,U,White
"Shanna, Purifying Blade",0.4443108974358974,3327.0,M,"White, Blue, Green"
Sheoldred's Restoration,0.07789022488773133,13338.0,U,Black
"Sheoldred, the Apocalypse",0.8973330186452679,3802.0,M,Black
Shield-Wall Sentinel,0.13732534458376172,69722.0,C,Colourless
Shivan Devastator,0.8853603603603604,3931.0,M,Red
Shivan Reef,0.15786864931846345,5733.0,R,Colourless
Shore Up,0.14350789238339845,65150.0,C,Blue
Silver Scrutiny,0.3851968194758025,7848.0,R,Blue
Silverback Elder,0.6596266264378654,3498.0,M,Green
Slimefoot's Survey,0.08566414944133295,15280.0,U,Green
Smash to Dust,0.06737920071572927,42175.0,C,Red
Snarespinner,0.06961504964291935,39966.0,C,Green
Soaring Drake,0.12882653364637822,54157.0,C,Blue
Sol'kanar the Tainted,0.5684365781710915,3854.0,M,"Blue, Black, Red"
Soul of Windgrace,0.5501277139208174,3446.0,M,"Black, Red, Green"
Sphinx of Clear Skies,0.8584343538113828,4178.0,M,Blue
Splatter Goblin,0.11331584125942933,50443.0,C,Black
Sprouting Goblin,0.27208755958162967,24089.0,U,Red
"Squee, Dubious Monarch",0.6229096989966555,7450.0,R,Red
Stall for Time,0.11042410831884517,52399.0,C,White
"Stenn, Paranoid Partisan",0.13015049040405302,5215.0,R,"White, Blue"
Strength of the Coalition,0.15873128615510887,20113.0,U,Green
Stronghold Arena,0.1560266954294189,4629.0,R,Black
Sulfurous Springs,0.1409114125191533,4966.0,R,Colourless
Sunbathing Rootwalla,0.1739255673021263,62796.0,C,Green
Sunlit Marsh,0.1883925876562542,63042.0,C,Colourless
Swamp,0.0,0.0,C,Colourless
Tail Swipe,0.2759706873885483,21202.0,U,Green
Take Up the Shield,0.16020689815136965,62163.0,C,White
Talas Lookout,0.22663535991768788,68724.0,C,Blue
Tangled Islet,0.20200260954977936,68894.0,C,Colourless
Tattered Apparition,0.06855218205813703,38386.0,C,Black
"Tatyova, Steward of Tides",0.352248809128171,25438.0,U,"Blue, Green"
Tear Asunder,0.3227977758267486,23163.0,U,Green
Temporal Firestorm,0.5553698286669453,7974.0,R,Red
Temporary Lockdown,0.10573457127252868,3872.0,R,White
Territorial Maro,0.29770566611737864,23486.0,U,Green
The Cruelty of Gix,0.7109313165069036,8084.0,R,Black
The Elder Dragon War,0.7206513958482462,8054.0,R,Red
The Phasing of Zhalfir,0.11874194507782294,4791.0,R,Blue
The Raven Man,0.32389880415840394,5390.0,R,Black
The Weatherseed Treaty,0.3848098979499684,25566.0,U,Green
The World Spell,0.14285714285714285,2068.0,M,Green
Thran Portal,0.11471464019851117,4623.0,R,Colourless
Threats Undetected,0.13873229753884228,5045.0,R,Green
Thrill of Possibility,0.08711126480386484,50885.0,C,Red
Tidepool Turtle,0.07626430062242015,49183.0,C,Blue
Timeless Lotus,0.2006424142825129,2686.0,M,Colourless
Timely Interference,0.15787805114037562,76691.0,C,Blue
Tolarian Geyser,0.31274664971075894,90502.0,C,Blue
Tolarian Terror,0.2705594211747038,77107.0,C,Blue
"Tori D'Avenant, Fury Rider",0.14255418295245975,14990.0,U,"White, Red"
Toxic Abomination,0.07486305121884415,43732.0,C,Black
Tribute to Urborg,0.21736564058672492,66285.0,C,Black
"Tura Kennerüd, Skyknight",0.14663143989431968,16872.0,U,"White, Blue"
Twinferno,0.11726330108407479,16896.0,U,Red
Urborg Lhurgoyf,0.27984315282672356,5638.0,R,Green
Urborg Repossession,0.19865610253359062,72787.0,C,Black
Urza Assembles the Titans,0.09589783543917889,5662.0,R,White
"Uurg, Spawn of Turg",0.14736593837775253,20619.0,U,"Black, Green"
Valiant Veteran,0.3260791826309068,6383.0,R,White
Vanquisher's Axe,0.06412076998756289,41451.0,C,Colourless
Vesuvan Duplimancy,0.2648436834483346,3109.0,M,Blue
Viashino Branchrider,0.07865209155713646,43516.0,C,Red
Vineshaper Prodigy,0.14530023014491225,60672.0,C,Green
Voda Sea Scavenger,0.08506763186212171,47828.0,C,Blue
Vodalian Hexcatcher,0.10327585497345569,5019.0,R,Blue
Vodalian Mindsinger,0.6767373923739237,8803.0,R,Blue
"Vohar, Vodalian Desecrator",0.19512522184973377,24737.0,U,"Blue, Black"
Volshe Tideturner,0.08516899907792916,51079.0,C,Blue
Walking Bulwark,0.14051614169365126,21480.0,U,Colourless
Warhost's Frenzy,0.09649555491826785,16824.0,U,Red
Weatherlight Compleated,0.25577698985206015,2092.0,M,Colourless
Wingmantle Chaplain,0.4317818930655246,28935.0,U,White
Wooded Ridgeline,0.17396751634433585,61096.0,C,Colourless
Writhing Necromass,0.13905841770084912,54502.0,C,Black
Yavimaya Coast,0.14957713780332763,5412.0,R,Colourless
Yavimaya Iconoclast,0.22403623886971213,21613.0,U,Green
Yavimaya Sojourner,0.11454178735536313,52871.0,C,Green
Yavimaya Steelcrusher,0.1055748543926063,52821.0,C,Red
Yotia Declares War,0.07323400292669949,15414.0,U,Red
"Zar Ojanen, Scion of Efrava",0.17352699246171702,15400.0,U,"White, Green"
"Zur, Eternal Schemer",0.1409072661581694,2106.0,M,"White, Blue, Black"
