0.2087,0.5113,0.5028,0.5415,0.5648,0.5904,0.5657,0.5873,0.5898,0.5645,0.6154,0.6101,0.5647,0.5956,0.5998,0.5963,0.5678,0.5588,0.5909,0.5919,0.5753,0.5701,0.5882,0.5978,0.5832,0.5793,0.6061,0.6062,0.607,0.6172,0.5949,0.5753,0.595,0.5811,0.564,0.5947,0.6008,0.6146,0.5725,0.5684,0.6243,0.5958,0.611,0.613,0.5944,0.5621,0.6124,0.6098,0.625,0.5901,0.6282,0.6266,0.6258,0.6164,0.6053,0.6273,0.6095,0.6014,0.5939,0.5974,0.6166,0.5972,0.5716,0.5884,0.6112,0.6245,0.6029,0.5782,0.6004,0.6246,0.6153,0.6198,0.625,0.6091,0.5908,0.6276,0.6237
3.2336,1.1445,1.0908,0.9318,0.8686,0.7828,0.8561,0.7782,0.792,0.867,0.701,0.708,0.862,0.734,0.7368,0.7672,0.8444,0.9088,0.7832,0.7922,0.7978,0.8627,0.8035,0.7705,0.7787,0.8318,0.7337,0.7267,0.7411,0.6948,0.7755,0.845,0.7892,0.8207,0.8601,0.7687,0.7517,0.6954,0.8511,0.8632,0.6808,0.7687,0.7056,0.6959,0.763,0.8842,0.7211,0.7216,0.6689,0.7762,0.6693,0.6595,0.6765,0.6901,0.7288,0.6747,0.7313,0.7546,0.7773,0.7349,0.6974,0.75,0.8387,0.8032,0.7121,0.691,0.7298,0.8323,0.7538,0.6863,0.7089,0.6875,0.6565,0.7235,0.813,0.6692,0.6721
